id,event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,description,veh_type,veh_no,corridor,priority,client_id,police_station,zone,junction,day_of_week,day_name,hour,minute,month,month_name,date,week_of_year,year,week_id,hour_ist,time_bucket,time_bucket_ist,is_named_corridor,cause_severity,corridor_id,event_cause_id,zone_id,veh_type_id,time_bucket_ist_id,time_bucket_id,risk_weight,weeks_present,recurrence_score
FKID000587,unplanned,12.9800539,77.5727642,"Seshadri Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",vehicle_breakdown,False,2024-02-06 19:26:44.765000+00:00,,closed,no,,bmtc_bus,FKN00GL0282,Non-corridor,Low,1,Upparpet,Unknown,,1.0,Tuesday,19.0,26.0,2.0,February,2024-02-06,6,2024,6_2024,0,evening,midnight,0,1.0,11,11,8,1,3,3,1.0,21.0,0.913
FKID000588,unplanned,12.85678142,77.66416602,"NICE Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",vehicle_breakdown,False,2024-02-06 20:58:39.824000+00:00,,closed,yes,Gs palya down ramp towards hosuru,heavy_vehicle,FKN00GL0283,Non-corridor,Low,1,Electronic City,Unknown,,1.0,Tuesday,20.0,58.0,2.0,February,2024-02-06,6,2024,6_2024,2,evening,midnight,0,1.0,11,11,8,2,3,3,1.0,21.0,0.913
FKID000589,unplanned,12.9679697,77.5909676,"Raja Ram Mohan Roy Road, Bagamane Pallavi Tower, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",vehicle_breakdown,False,2024-02-06 19:37:01.233000+00:00,,closed,yes,HC11752,bmtc_bus,FKN00GL0284,Mysore Road,High,1,Halasuru Gate,West Zone 1,,1.0,Tuesday,19.0,37.0,2.0,February,2024-02-06,6,2024,6_2024,1,evening,midnight,1,1.0,10,11,9,1,3,3,1.5,18.0,0.7826
FKID000590,unplanned,12.9567473,77.5342133,"Chord Road, RPC Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",vehicle_breakdown,False,2024-02-06 20:52:03.228000+00:00,,resolved,yes,stairing problem,bmtc_bus,FKN00GL0285,Mysore Road,High,1,Chamarajpet,West Zone 1,,1.0,Tuesday,20.0,52.0,2.0,February,2024-02-06,6,2024,6_2024,2,evening,midnight,1,1.0,10,11,9,1,3,3,1.5,18.0,0.7826
FKID000591,unplanned,13.0936884,77.5959414,"Bellary Road, RMZ Galleria Residences, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2024-02-06 20:11:29.894000+00:00,,closed,yes,Hgv breakdown at Coffee railway underpass towards airport due to tire brust sir traffic no problem sir,others,FKN00GL0286,Bellary Road 2,High,1,Yelahanka,North Zone 2,,1.0,Tuesday,20.0,11.0,2.0,February,2024-02-06,6,2024,6_2024,1,evening,midnight,1,1.0,3,11,5,5,3,3,1.5,15.0,0.6522
FKID000592,unplanned,13.0347674,77.5291978,"Mumbai Bengaluru Highway, Block 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,2024-02-06 20:47:26.400000+00:00,,closed,yes,Towards outgoing,truck,FKN00GL0154,Tumkur Road,High,1,Peenya,West Zone 1,,1.0,Tuesday,20.0,47.0,2.0,February,2024-02-06,6,2024,6_2024,2,evening,midnight,1,1.0,19,11,9,9,3,3,1.5,16.0,0.6957
FKID000593,unplanned,12.9378462,77.6349705,"Domlur Inner Ring Road, Srinivagilu Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",construction,False,2024-02-06 21:18:07.178000+00:00,,active,yes,"ನಿಯರ್ ಈಜಿಪುರ siganl ವಾಟರ್ loging ಆಗುತಿದು,, ಸದರಿ ಫ್ಲೈ ಓವರ್ ಕಾಂಟ್ರಾಕ್ಟ್ ರವರು ನೀರು ಹರಿದು ಹೋಗಲು ರೋಡ್ ಸಮನಾಗಿ ಮಾಡಲು ರೋಡ್ ಕಟಿಂಗ್ ಮಾಡಿದ್ದು,,, ಸಂಚಾರ ಸುಗಮ ವಾಗಿದೆ. Sir [PERSON] ಟ್ರಾಫಿಕ್. Ps ಲಿಮಿಟ್",unknown,,IRR(Thanisandra road),High,1,Ashok Nagar,Unknown,,1.0,Tuesday,21.0,18.0,2.0,February,2024-02-06,6,2024,6_2024,2,night,midnight,1,1.5,8,2,8,10,3,3,1.5,6.0,0.2609
FKID000594,unplanned,12.917534,77.5761933,"45th Cross Road, Gelli Apartment, Block 8, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",vehicle_breakdown,False,2024-03-10 02:08:58.517000+00:00,,closed,yes,battery down sangm circle to [LOCATION] stop,bmtc_bus,FKN00GL0287,Non-corridor,Low,1,Jayanagara,Unknown,,6.0,Sunday,2.0,8.0,3.0,March,2024-03-10,10,2024,10_2024,7,midnight,early_morning,0,1.0,11,11,8,1,1,1,1.0,22.0,0.9565
FKID000595,unplanned,12.9747841,77.5486991,"G Narayana Kumar Road, Shri Balagangadharanath Swamiji Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",vehicle_breakdown,False,2024-03-10 00:08:27.283000+00:00,,closed,yes,,truck,FKN00GL0288,West of Chord Road,High,1,Magadi Road,West Zone 1,,6.0,Sunday,0.0,8.0,3.0,March,2024-03-10,10,2024,10_2024,5,midnight,early_morning,1,1.0,21,11,9,9,1,1,1.5,4.0,0.1739
FKID000596,unplanned,12.9750397,77.5522543,"76th B Cross Road, Prasanna Theatre Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",pot_holes,False,2024-02-06 21:21:19.377000+00:00,,active,yes,,unknown,,Magadi Road,High,1,Magadi Road,West Zone 2,,1.0,Tuesday,21.0,21.0,2.0,February,2024-02-06,6,2024,6_2024,2,night,midnight,1,1.0,9,5,10,10,3,3,1.5,9.0,0.3913
FKID000597,unplanned,13.0286023,77.5361493,"Dr Rajkumar Puniya Bhoomi Road, Block 4, Goraguntepalya, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-03-10 03:51:02.209000+00:00,,closed,yes,STARTING PROBEL VACCUME LOCK AAGIDE,heavy_vehicle,FKN00GL0289,Tumkur Road,High,1,Yeshwanthpura,West Zone 1,,6.0,Sunday,3.0,51.0,3.0,March,2024-03-10,10,2024,10_2024,9,midnight,morning,1,1.0,19,11,9,2,4,4,1.5,14.0,0.6087
FKID000598,unplanned,12.9875809,77.619241,"Assayee Road, Meanee Avenue Layout, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",vehicle_breakdown,False,2024-02-06 22:39:39.884000+00:00,,closed,yes,Yes,heavy_vehicle,FKN00GL0290,Non-corridor,Low,1,Pulikeshinagar(F.Town),Unknown,,1.0,Tuesday,22.0,39.0,2.0,February,2024-02-06,6,2024,6_2024,4,night,midnight,0,1.0,11,11,8,2,3,3,1.0,21.0,0.913
FKID000599,unplanned,12.9614333,77.5606533,"Mysore Road, Mariyamma Layout, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",vehicle_breakdown,False,2024-02-06 21:29:36.014000+00:00,,closed,no,,bmtc_bus,FKN00GL0291,Mysore Road,High,1,Chamarajpet,West Zone 1,,1.0,Tuesday,21.0,29.0,2.0,February,2024-02-06,6,2024,6_2024,2,night,midnight,1,1.0,10,11,9,1,3,3,1.5,18.0,0.7826
FKID000600,unplanned,12.9750969,77.5522369,"76th B Cross Road, Prasanna Theatre Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",pot_holes,False,2024-02-06 21:29:08.958000+00:00,,active,yes,,unknown,,Magadi Road,High,1,Magadi Road,West Zone 2,,1.0,Tuesday,21.0,29.0,2.0,February,2024-02-06,6,2024,6_2024,2,night,midnight,1,1.0,9,5,10,10,3,3,1.5,9.0,0.3913
FKID000601,unplanned,12.9932058,77.6619145,"Old Madras Road, Gopalan Signature Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",vehicle_breakdown,False,2024-02-06 22:24:16.609000+00:00,,closed,yes,BMTC ಟೈರು ಫಸ್ಟ್ ಆಗಿದೆ,bmtc_bus,FKN00GL0292,Non-corridor,Low,1,Banaswadi,Unknown,,1.0,Tuesday,22.0,24.0,2.0,February,2024-02-06,6,2024,6_2024,3,night,midnight,0,1.0,11,11,8,1,3,3,1.0,21.0,0.913
FKID000602,unplanned,12.9405829,77.5742938,"Dewan Madhava Rao Road, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",vehicle_breakdown,False,2024-02-06 22:34:10.739000+00:00,,closed,yes,Vechile breakdown dm junction twrds arumugam circle traffic little bit slow sir,bmtc_bus,FKN00GL0293,Non-corridor,Low,1,Basavanagudi,Unknown,,1.0,Tuesday,22.0,34.0,2.0,February,2024-02-06,6,2024,6_2024,4,night,midnight,0,1.0,11,11,8,1,3,3,1.0,21.0,0.913
FKID000603,unplanned,12.9876225,77.5945968,"Cunningham Road, Prestige Exotica, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2024-02-06 23:19:42.132000+00:00,,closed,yes,,bmtc_bus,FKN00GL0294,Non-corridor,Low,1,High ground,Unknown,,1.0,Tuesday,23.0,19.0,2.0,February,2024-02-06,6,2024,6_2024,4,night,midnight,0,1.0,11,11,8,1,3,3,1.0,21.0,0.913
FKID000604,unplanned,12.9436333,77.7471783,"Varthur Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",vehicle_breakdown,False,2024-02-07 01:42:39.444000+00:00,,closed,yes,Bus break down varthur college towards varthur ps,bmtc_bus,FKN00GL0295,Non-corridor,Low,1,Whitefield,Unknown,,2.0,Wednesday,1.0,42.0,2.0,February,2024-02-07,6,2024,6_2024,7,midnight,early_morning,0,1.0,11,11,8,1,1,1,1.0,21.0,0.913
FKID000605,unplanned,13.0299352,77.5366387,"Dr Rajkumar Puniya Bhoomi Road, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-02-07 02:47:40.423000+00:00,,closed,no,Starting problem sir near Cmti signel from [LOCATION],heavy_vehicle,FKN00GL0296,Tumkur Road,High,1,Yeshwanthpura,West Zone 1,,2.0,Wednesday,2.0,47.0,2.0,February,2024-02-07,6,2024,6_2024,8,midnight,early_morning,1,1.0,19,11,9,2,1,1,1.5,8.0,0.3478
FKID000606,unplanned,12.9839548,77.6403761,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",pot_holes,False,2024-03-10 03:54:32.509000+00:00,,active,yes,width and depth,unknown,,Old Madras Road,High,1,Jeevanbheemanagar,East Zone 1,,6.0,Sunday,3.0,54.0,3.0,March,2024-03-10,10,2024,10_2024,9,midnight,morning,1,1.0,18,5,2,10,4,4,1.5,10.0,0.4348
FKID000607,unplanned,12.9636898,77.5847108,"Sri Narasimha Raj Wadiyar Road, Town Hall Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2024-02-07 04:09:55.668000+00:00,,closed,no,BMTC bus off road @ SJP junction towrds S14 trfice no problem madam,bmtc_bus,FKN00GL0297,Mysore Road,High,1,Halasuru Gate,West Zone 1,,2.0,Wednesday,4.0,9.0,2.0,February,2024-02-07,6,2024,6_2024,9,midnight,morning,1,1.0,10,11,9,1,4,4,1.5,14.0,0.6087
FKID000608,unplanned,13.0016955,77.6792426,"MBT Road, ITI Data Center, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",others,False,2024-02-07 04:48:39.936000+00:00,,closed,yes,[PERSON],unknown,,ORR East 2,High,1,K.R. Pura,East Zone 2,,2.0,Wednesday,4.0,48.0,2.0,February,2024-02-07,6,2024,6_2024,10,midnight,morning,1,0.8,13,4,3,10,4,4,1.5,3.0,0.1304
FKID000609,unplanned,12.9163228,77.570324,"Subramanyapura Road, Sarbandapalya, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",vehicle_breakdown,False,2024-02-07 04:10:22.184000+00:00,,closed,yes,Bmtc bus starting problem sir traffic slow movements sir,bmtc_bus,FKN00GL0298,Non-corridor,Low,1,Banashankari,Unknown,,2.0,Wednesday,4.0,10.0,2.0,February,2024-02-07,6,2024,6_2024,9,midnight,morning,0,1.0,11,11,8,1,4,4,1.0,21.0,0.913
FKID000610,unplanned,13.0413323,77.6224696,"MBT Road, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",vehicle_breakdown,False,2024-02-07 04:38:21.517000+00:00,,closed,yes,Tyer puncher,heavy_vehicle,FKN00GL0299,Hennur Main Road,High,1,Hennuru,Unknown,,2.0,Wednesday,4.0,38.0,2.0,February,2024-02-07,6,2024,6_2024,10,midnight,morning,1,1.0,6,11,8,2,4,4,1.5,3.0,0.1304
FKID000611,unplanned,12.9752206,77.6256805,"Old Madras Road, Ramayya Circle, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",others,True,2024-03-10 04:22:14.737000+00:00,,active,yes,hgv vehicle  battery low,unknown,,Old Madras Road,High,1,Halasur,East Zone 1,,6.0,Sunday,4.0,22.0,3.0,March,2024-03-10,10,2024,10_2024,9,midnight,morning,1,0.8,18,4,2,10,4,4,1.5,10.0,0.4348
FKID000612,unplanned,12.9857333,77.5266267,"Magadi Main Road, Kempaiah Estate, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",vehicle_breakdown,False,2024-03-10 03:59:18.657000+00:00,,closed,yes,n,others,FKN00GL0300,Magadi Road,High,1,Kamakshipalya,West Zone 2,,6.0,Sunday,3.0,59.0,3.0,March,2024-03-10,10,2024,10_2024,9,midnight,morning,1,1.0,9,11,10,5,4,4,1.5,9.0,0.3913
FKID000613,unplanned,12.9839284,77.6405645,"100 Feet Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",pot_holes,False,2024-03-10 03:55:18.732000+00:00,,active,yes,width and depth,unknown,,Old Madras Road,High,1,Jeevanbheemanagar,East Zone 1,,6.0,Sunday,3.0,55.0,3.0,March,2024-03-10,10,2024,10_2024,9,midnight,morning,1,1.0,18,5,2,10,4,4,1.5,10.0,0.4348
FKID000614,unplanned,13.0246483,77.5852377,"Bellary Road, HGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",others,False,2024-02-07 04:51:20.191000+00:00,,active,yes,Due to fueal drain,unknown,,Bellary Road 1,High,1,R.T. Nagar,North Zone 1,,2.0,Wednesday,4.0,51.0,2.0,February,2024-02-07,6,2024,6_2024,10,midnight,morning,1,0.8,2,4,4,10,4,4,1.5,14.0,0.6087
FKID000615,unplanned,12.9858915,77.5264086,"Magadi Main Road, Kempaiah Estate, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",others,False,2024-03-10 04:31:04.775000+00:00,,closed,yes,n,unknown,,Magadi Road,High,1,Kamakshipalya,West Zone 2,,6.0,Sunday,4.0,31.0,3.0,March,2024-03-10,10,2024,10_2024,10,midnight,morning,1,0.8,9,4,10,10,4,4,1.5,9.0,0.3913
FKID000616,unplanned,12.9818243,77.5952978,"Cubbon Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",others,False,2023-12-23 22:47:18.788000+00:00,,closed,yes,Vehicle starting problem...,unknown,,CBD 2,High,1,Cubbon Park,Central Zone 2,PoliceTimmaiahCircle(GPO),5.0,Saturday,22.0,47.0,12.0,December,2023-12-23,51,2023,51_2023,4,night,midnight,1,0.8,5,4,1,10,3,3,1.5,6.0,0.2609
FKID000617,unplanned,12.9834253,77.5950206,"Infantry Road, Dr BR Ambedkar Vedhi, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",pot_holes,False,2024-02-07 06:53:26.848000+00:00,,closed,yes,Champer plate damage,unknown,,CBD 2,High,1,Cubbon Park,Unknown,,2.0,Wednesday,6.0,53.0,2.0,February,2024-02-07,6,2024,6_2024,12,early_morning,morning,1,1.0,5,5,8,10,4,4,1.5,1.0,0.0435
FKID000618,unplanned,12.9063895,77.5953074,"Dr Rajkumar Puniya Bhoomi Road, Delmia Circle, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",pot_holes,False,2023-12-30 05:16:06.301000+00:00,,closed,yes,,unknown,,ORR West 1,High,1,J.P. Nagar,South Zone 1,Delmia-Jayanagar,5.0,Saturday,5.0,16.0,12.0,December,2023-12-30,52,2023,52_2023,10,early_morning,morning,1,1.0,16,5,6,10,4,4,1.5,11.0,0.4783
FKID000619,unplanned,12.9063944,77.5917062,"15th Main Road, Narasimhaiah Garden, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",others,False,2024-03-10 04:44:46.119000+00:00,,active,yes,BWSSB chamber open,unknown,,ORR West 1,High,1,J.P. Nagar,West Zone 1,,6.0,Sunday,4.0,44.0,3.0,March,2024-03-10,10,2024,10_2024,10,midnight,morning,1,0.8,16,4,9,10,4,4,1.5,3.0,0.1304
FKID000620,unplanned,13.0448582,77.5816721,"2nd Main Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",congestion,False,2024-02-07 04:43:56.187000+00:00,,closed,no,BWSSB AND KRIDE WORK AT [LOCATION] to bhadrapp layout sir traffic slow moving sir,unknown,,ORR North 2,High,1,Kodigehalli,North Zone 2,,2.0,Wednesday,4.0,43.0,2.0,February,2024-02-07,6,2024,6_2024,10,midnight,morning,1,2.0,15,1,5,10,4,4,1.5,13.0,0.5652
FKID000621,unplanned,12.9558641,77.5463576,"1st Main Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2024-02-07 04:52:10.724000+00:00,,closed,yes,Brek down,bmtc_bus,FKN00GL0009,Mysore Road,High,1,Byatarayanapura,West Zone 1,,2.0,Wednesday,4.0,52.0,2.0,February,2024-02-07,6,2024,6_2024,10,midnight,morning,1,1.0,10,11,9,1,4,4,1.5,14.0,0.6087
FKID000622,unplanned,13.0406715,77.6219368,"1st Main Road, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",vehicle_breakdown,False,2024-02-07 04:36:30.337000+00:00,,closed,yes,Tyer puncher,heavy_vehicle,FKN00GL0299,Hennur Main Road,High,1,K.G. Halli,Unknown,,2.0,Wednesday,4.0,36.0,2.0,February,2024-02-07,6,2024,6_2024,10,midnight,morning,1,1.0,6,11,8,2,4,4,1.5,3.0,0.1304
FKID000623,unplanned,13.019261,77.6558323,"Horamavu Main Road, Another Sky by Living Walls, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",others,False,2024-02-07 06:53:40.838000+00:00,,closed,yes,Current off,unknown,,ORR North 1,High,1,Banaswadi,North Zone 1,,2.0,Wednesday,6.0,53.0,2.0,February,2024-02-07,6,2024,6_2024,12,early_morning,morning,1,0.8,14,4,4,10,4,4,1.5,8.0,0.3478
FKID000624,unplanned,12.9634736,77.6417093,"Domlur Inner Ring Road, Baba Saheb Colony, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",others,False,2024-02-07 07:15:13.192000+00:00,,closed,yes,Disel pipe cut,unknown,,Old Airport Road,High,1,Jeevanbheemanagar,Unknown,,2.0,Wednesday,7.0,15.0,2.0,February,2024-02-07,6,2024,6_2024,12,early_morning,morning,1,0.8,17,4,8,10,4,4,1.5,5.0,0.2174
FKID000625,unplanned,12.9839379,77.5977188,"Venkataswamy Naidu Road, SG Balekundry Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,True,2024-02-07 07:37:23.513000+00:00,,closed,yes,God upload right side sir traffic not problem sir,lcv,FKN00GL0301,CBD 2,High,1,Shivajinagar,Unknown,,2.0,Wednesday,7.0,37.0,2.0,February,2024-02-07,6,2024,6_2024,13,early_morning,afternoon,1,1.0,5,11,8,4,0,0,1.5,3.0,0.1304
FKID000626,unplanned,12.9054146,77.5856761,"24th Main Road, Sarakki Agrahara, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",water_logging,False,2024-03-10 04:48:58.850000+00:00,,active,yes,open the drenese 24th main 15th cross junction Open near Nandini  hotel jp nagar abstraction to traffic.,unknown,,ORR West 1,High,1,J.P. Nagar,West Zone 1,,6.0,Sunday,4.0,48.0,3.0,March,2024-03-10,10,2024,10_2024,10,midnight,morning,1,1.5,16,13,9,10,4,4,1.5,3.0,0.1304
FKID000627,unplanned,12.8182782,77.6899311,"Hosur Road, Janatha Colony, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",vehicle_breakdown,False,2024-02-07 06:13:46.575000+00:00,,closed,yes,Starting problem sir [PHONE],bmtc_bus,FKN00GL0302,Non-corridor,Low,1,Electronic City,Unknown,,2.0,Wednesday,6.0,13.0,2.0,February,2024-02-07,6,2024,6_2024,11,early_morning,morning,0,1.0,11,11,8,1,4,4,1.0,21.0,0.913
FKID000628,unplanned,13.0633558,77.4578239,"Mumbai Bengaluru Highway, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",vehicle_breakdown,False,2024-02-07 05:44:47.757000+00:00,,closed,yes,Off road towards city near madhanayakanahalli main track traffic normal moving sir,heavy_vehicle,FKN00GL0303,Non-corridor,Low,1,No Police Station,Unknown,,2.0,Wednesday,5.0,44.0,2.0,February,2024-02-07,6,2024,6_2024,11,early_morning,morning,0,1.0,11,11,8,2,4,4,1.0,21.0,0.913
FKID000629,planned,12.9694928,77.700667,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,False,2024-02-06 21:13:31.498000+00:00,2024-02-07 09:05:46+00:00,closed,yes,[LOCATION] towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station work,unknown,,ORR East 2,High,1,HAL Old Airport,East Zone 2,,1.0,Tuesday,21.0,13.0,2.0,February,2024-02-06,6,2024,6_2024,2,night,midnight,1,1.5,13,2,3,10,3,3,1.5,17.0,0.7391
FKID000630,unplanned,12.9170147,77.5841208,"46th Cross Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",vehicle_breakdown,False,2024-02-07 08:55:06.117000+00:00,,closed,yes,BMTC gear box problem sir,bmtc_bus,FKN00GL0304,Non-corridor,Low,1,Jayanagara,Unknown,,2.0,Wednesday,8.0,55.0,2.0,February,2024-02-07,6,2024,6_2024,14,early_morning,afternoon,0,1.0,11,11,8,1,0,0,1.0,18.0,0.7826
FKID000631,unplanned,12.9627,77.5653883,"BGS Flyover, Karnataka Police Staff Quarters, Anjanappa Garden, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",vehicle_breakdown,False,2024-03-10 04:55:48.993000+00:00,,closed,yes,side alli ide traffic no problem sir,bmtc_bus,FKN00GL0305,Mysore Road,High,1,Chamarajpet,West Zone 1,,6.0,Sunday,4.0,55.0,3.0,March,2024-03-10,10,2024,10_2024,10,midnight,morning,1,1.0,10,11,9,1,4,4,1.5,15.0,0.6522
FKID000632,unplanned,13.0473308,77.5011321,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",vehicle_breakdown,False,2024-02-07 11:55:57.819000+00:00,,closed,yes,Peenya flyover outgoing [LOCATION] station on flyover HGV off road vehicles one side moving towards nelamangala.,heavy_vehicle,FKN00GL0306,Non-corridor,Low,1,Peenya,Unknown,,2.0,Wednesday,11.0,55.0,2.0,February,2024-02-07,6,2024,6_2024,17,morning,evening,0,1.0,11,11,8,2,2,2,1.0,11.0,0.4783
FKID000633,unplanned,12.9560094,77.7279445,"HAL Airport Road, Parimala Sunridge, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",vehicle_breakdown,False,2024-03-10 05:10:21.599000+00:00,,closed,yes,ready to 30 minutes,bmtc_bus,FKN00GL0307,Varthur Road,High,1,Whitefield,Unknown,,6.0,Sunday,5.0,10.0,3.0,March,2024-03-10,10,2024,10_2024,10,early_morning,morning,1,1.0,20,11,8,1,4,4,1.5,3.0,0.1304
FKID000634,unplanned,12.8883535,77.5620501,"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)",vehicle_breakdown,False,2024-03-10 05:17:55.147000+00:00,,closed,yes,vehicle off roaded due to technical reason,heavy_vehicle,FKN00GL0308,Non-corridor,Low,1,Thalagattapura,Unknown,,6.0,Sunday,5.0,17.0,3.0,March,2024-03-10,10,2024,10_2024,10,early_morning,morning,0,1.0,11,11,8,2,4,4,1.0,22.0,0.9565
FKID000635,unplanned,13.0083988,77.6957918,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",vehicle_breakdown,False,2024-02-07 17:25:21.645000+00:00,,closed,yes,Vehicle front tyre blast towards hoskote,others,FKN00GL0309,Non-corridor,Low,1,K.R. Pura,Unknown,,2.0,Wednesday,17.0,25.0,2.0,February,2024-02-07,6,2024,6_2024,22,evening,night,0,1.0,11,11,8,5,5,5,1.0,5.0,0.2174
FKID000636,unplanned,13.0014249,77.5837935,"Sankey Road, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",vehicle_breakdown,False,2024-02-07 18:53:13.143000+00:00,,closed,yes,[PERSON] to cauvery,private_car,FKN00GL0310,Bellary Road 1,High,1,Sadashivanagar,North Zone 1,,2.0,Wednesday,18.0,53.0,2.0,February,2024-02-07,6,2024,6_2024,0,evening,midnight,1,1.0,2,11,4,7,3,3,1.5,11.0,0.4783
FKID000637,planned,13.05331416,77.55094528,"ಬಿಇಎಲ್ ರಸ್ತೆ, ಎಚ್ಎಮ್.ಟಿ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಉತ್ತರ ನಗರ ನಿಗಮ, Bengaluru, ಯಲಹಂಕ ತಾಲೂಕು, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560013, India",construction,True,,2024-02-07 11:35:46+00:00,closed,yes,White Topping work from [LOCATION] to [LOCATION].,unknown,,Non-corridor,Low,1,Jalahalli,North Zone 1,,,,,,,,NaT,0,0,0_0,5,unknown,early_morning,0,1.5,11,2,4,10,1,1,1.0,,
FKID000638,unplanned,12.9834332,77.5950398,"Infantry Road, Dr BR Ambedkar Vedhi, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",others,False,2024-02-07 19:26:43.183000+00:00,,closed,yes,Chamber plate damaged placed a barricade,unknown,,CBD 2,High,1,Cubbon Park,Unknown,,2.0,Wednesday,19.0,26.0,2.0,February,2024-02-07,6,2024,6_2024,0,evening,midnight,1,0.8,5,4,8,10,3,3,1.5,5.0,0.2174
FKID000639,unplanned,12.9674234,77.5681024,"Dr TCM Royan Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",vehicle_breakdown,False,2024-03-10 05:33:16.766000+00:00,,closed,yes,,ksrtc_bus,FKN00GL0311,Non-corridor,Low,1,Chamarajpet,Unknown,,6.0,Sunday,5.0,33.0,3.0,March,2024-03-10,10,2024,10_2024,11,early_morning,morning,0,1.0,11,11,8,3,4,4,1.0,22.0,0.9565
