shadow_event_id,corridor,day_of_week,day_name,time_bucket,incident_count,weighted_count,severity_sum,top_cause,lat_centroid,lon_centroid,weeks_present,accident_count,recurrence_score,frequency_score,severity_score,risk_score,probability_score,seri,seri_band,risk_level,corridor_relative_score
SE0132,ORR North 1,1.0,Tuesday,morning,17,30.0,24.7,vehicle_breakdown,13.030129805882353,77.63223590588235,9,3,0.3913,0.0825,0.0733,0.1115,0.1115,20.42,Low,Low,0.8
SE0133,Bellary Road 1,3.0,Thursday,afternoon,18,27.0,18.5,vehicle_breakdown,13.011497408333334,77.58537441333334,9,0,0.3913,0.0874,0.0549,0.1004,0.1004,20.25,Low,Low,0.45
SE0134,Mysore Road,6.0,Sunday,afternoon,11,16.5,12.0,vehicle_breakdown,12.952377016363636,77.54809890818181,10,0,0.4348,0.0534,0.0356,0.0613,0.0613,20.24,Low,Low,0.2409
SE0135,Hosur Road,3.0,Thursday,morning,17,25.5,19.0,vehicle_breakdown,12.916695487058822,77.62447419647059,9,0,0.3913,0.0825,0.0564,0.0948,0.0948,20.08,Low,Low,0.3864
SE0136,Tumkur Road,4.0,Friday,midnight,17,27.0,18.6,vehicle_breakdown,13.029999840588236,77.53699449941176,9,1,0.3913,0.0825,0.0552,0.1004,0.1004,20.06,Low,Low,0.5143
SE0137,Hosur Road,0.0,Monday,midnight,16,27.0,19.9,vehicle_breakdown,12.9078203125,77.62939651875,9,2,0.3913,0.0777,0.059,0.1004,0.1004,19.94,Low,Low,0.4091
SE0138,ORR North 1,0.0,Monday,midnight,16,24.0,18.7,vehicle_breakdown,13.02686415625,77.6367681125,9,0,0.3913,0.0777,0.0555,0.0892,0.0892,19.87,Low,Low,0.64
SE0139,Bellary Road 1,4.0,Friday,afternoon,16,25.5,17.8,vehicle_breakdown,13.01123535625,77.58575575,9,1,0.3913,0.0777,0.0528,0.0948,0.0948,19.82,Low,Low,0.425
SE0140,Tumkur Road,3.0,Thursday,early_morning,16,24.0,15.9,vehicle_breakdown,13.036037294375,77.52555190625,9,0,0.3913,0.0777,0.0472,0.0892,0.0892,19.7,Low,Low,0.4571
SE0141,Tumkur Road,5.0,Saturday,early_morning,16,24.0,15.6,vehicle_breakdown,13.02861146875,77.540032275,9,0,0.3913,0.0777,0.0463,0.0892,0.0892,19.69,Low,Low,0.4571
SE0142,Bellary Road 2,3.0,Thursday,early_morning,14,25.5,20.8,vehicle_breakdown,13.098013621428573,77.59927835714286,9,3,0.3913,0.068,0.0617,0.0948,0.0948,19.61,Low,Low,0.5862
SE0143,Magadi Road,3.0,Thursday,morning,15,22.5,15.9,vehicle_breakdown,12.985142931333334,77.52064297400001,9,0,0.3913,0.0728,0.0472,0.0836,0.0836,19.51,Low,Low,0.7895
SE0144,Magadi Road,6.0,Sunday,morning,15,22.5,15.6,vehicle_breakdown,12.984187831333333,77.52702398666666,9,0,0.3913,0.0728,0.0463,0.0836,0.0836,19.49,Low,Low,0.7895
SE0145,Bellary Road 1,2.0,Wednesday,early_morning,14,21.0,13.9,vehicle_breakdown,13.016559607142856,77.58580576428572,9,0,0.3913,0.068,0.0412,0.0781,0.0781,19.2,Low,Low,0.35
SE0146,Bellary Road 2,4.0,Friday,morning,12,22.5,18.5,vehicle_breakdown,13.0964917,77.59947385833333,9,3,0.3913,0.0583,0.0549,0.0836,0.0836,19.08,Low,Low,0.5172
SE0147,ORR North 1,4.0,Friday,morning,18,33.0,26.7,vehicle_breakdown,13.020735094444444,77.64199031666666,8,4,0.3478,0.0874,0.0792,0.1227,0.1227,18.99,Low,Low,0.88
SE0148,ORR North 2,4.0,Friday,morning,11,16.5,18.5,congestion,13.044008336363635,77.57395018181818,9,0,0.3913,0.0534,0.0549,0.0613,0.0613,18.89,Low,Low,0.55
SE0149,ORR North 1,3.0,Thursday,morning,12,18.0,14.0,vehicle_breakdown,13.025127958333334,77.63720071666667,9,0,0.3913,0.0583,0.0415,0.0669,0.0669,18.81,Low,Low,0.48
SE0150,Bellary Road 2,2.0,Wednesday,early_morning,11,21.0,17.0,vehicle_breakdown,13.105925811818183,77.60550543818182,9,3,0.3913,0.0534,0.0504,0.0781,0.0781,18.8,Low,Low,0.4828
SE0151,Bannerghata Road,0.0,Monday,midnight,12,18.0,12.8,vehicle_breakdown,12.90886255,77.59999420000001,9,0,0.3913,0.0583,0.038,0.0669,0.0669,18.74,Low,Low,0.2449
SE0152,Magadi Road,1.0,Tuesday,early_morning,12,18.0,12.4,vehicle_breakdown,12.980483396666665,77.53885308166666,9,0,0.3913,0.0583,0.0368,0.0669,0.0669,18.72,Low,Low,0.6316
SE0153,Non-corridor,1.0,Tuesday,night,11,13.0,15.5,vehicle_breakdown,12.99946782909091,77.60499666090908,9,2,0.3913,0.0534,0.046,0.0483,0.0483,18.71,Low,Low,0.0483
SE0154,Hennur Main Road,4.0,Friday,morning,11,18.0,15.6,vehicle_breakdown,13.048934427272728,77.61887149090909,9,1,0.3913,0.0534,0.0463,0.0669,0.0669,18.71,Low,Low,0.8571
SE0155,Magadi Road,1.0,Tuesday,midnight,12,18.0,11.8,vehicle_breakdown,12.981936663333334,77.53406330333333,9,0,0.3913,0.0583,0.035,0.0669,0.0669,18.68,Low,Low,0.6316
SE0156,West of Chord Road,2.0,Wednesday,midnight,12,18.0,11.5,vehicle_breakdown,12.969533475,77.54124545,9,0,0.3913,0.0583,0.0341,0.0669,0.0669,18.67,Low,Low,1.0
SE0157,Magadi Road,3.0,Thursday,midnight,11,16.5,11.9,vehicle_breakdown,12.984192524545454,77.52868050363637,9,0,0.3913,0.0534,0.0353,0.0613,0.0613,18.49,Low,Low,0.5789
SE0158,ORR North 1,2.0,Wednesday,morning,16,25.5,21.9,vehicle_breakdown,13.025413676875,77.633139798125,8,1,0.3478,0.0777,0.065,0.0948,0.0948,18.32,Low,Low,0.68
SE0159,ORR West 1,5.0,Saturday,midnight,10,15.0,10.6,vehicle_breakdown,12.917886137,77.56399295399999,9,0,0.3913,0.0485,0.0314,0.0558,0.0558,18.22,Low,Low,0.6667
SE0160,West of Chord Road,1.0,Tuesday,midnight,10,15.0,9.6,vehicle_breakdown,12.97612784,77.54393619999999,9,0,0.3913,0.0485,0.0285,0.0558,0.0558,18.16,Low,Low,0.8333
SE0161,ORR North 1,1.0,Tuesday,early_morning,9,15.0,11.0,vehicle_breakdown,13.030716411111111,77.62985157777777,9,1,0.3913,0.0437,0.0326,0.0558,0.0558,18.05,Low,Low,0.4
SE0162,ORR North 2,4.0,Friday,midnight,9,13.5,8.8,vehicle_breakdown,13.042502977777778,77.55085705555555,9,0,0.3913,0.0437,0.0261,0.0502,0.0502,17.92,Low,Low,0.45
SE0163,Hennur Main Road,1.0,Tuesday,morning,13,21.0,19.9,congestion,13.045670653846154,77.62581343846153,8,1,0.3478,0.0631,0.059,0.0781,0.0781,17.62,Low,Low,1.0
SE0164,Bellary Road 2,3.0,Thursday,morning,14,21.0,15.5,vehicle_breakdown,13.119840653571428,77.61039777714286,8,0,0.3478,0.068,0.046,0.0781,0.0781,17.55,Low,Low,0.4828
SE0165,Tumkur Road,5.0,Saturday,morning,13,22.5,18.2,vehicle_breakdown,13.028452707692308,77.53818062307693,8,2,0.3478,0.0631,0.054,0.0836,0.0836,17.52,Low,Low,0.4286
SE0166,ORR North 1,4.0,Friday,early_morning,14,21.0,14.8,vehicle_breakdown,13.031751174285715,77.62959773857142,8,0,0.3478,0.068,0.0439,0.0781,0.0781,17.51,Low,Low,0.56
SE0167,Old Madras Road,5.0,Saturday,morning,14,21.0,14.8,vehicle_breakdown,12.981851735714287,77.62786552142857,8,0,0.3478,0.068,0.0439,0.0781,0.0781,17.51,Low,Low,0.6087
SE0168,Bellary Road 2,5.0,Saturday,morning,13,22.5,17.5,vehicle_breakdown,13.099883369230769,77.60101913846154,8,2,0.3478,0.0631,0.0519,0.0836,0.0836,17.47,Low,Low,0.5172
SE0169,Bannerghata Road,5.0,Saturday,morning,13,19.5,15.0,vehicle_breakdown,12.898757384615383,77.59943752307692,8,0,0.3478,0.0631,0.0445,0.0725,0.0725,17.33,Low,Low,0.2653
SE0170,Old Madras Road,1.0,Tuesday,midnight,13,19.5,13.8,vehicle_breakdown,12.985611523076924,77.64112019230768,8,0,0.3478,0.0631,0.0409,0.0725,0.0725,17.25,Low,Low,0.5652
SE0171,Hosur Road,2.0,Wednesday,afternoon,12,21.0,16.2,vehicle_breakdown,12.908930925,77.62819130000001,8,2,0.3478,0.0583,0.0481,0.0781,0.0781,17.21,Low,Low,0.3182
SE0172,ORR North 2,3.0,Thursday,early_morning,12,19.5,14.8,vehicle_breakdown,13.041070183333334,77.55010815833333,8,1,0.3478,0.0583,0.0439,0.0725,0.0725,17.12,Low,Low,0.65
SE0173,ORR North 2,3.0,Thursday,midnight,12,19.5,13.6,vehicle_breakdown,13.042012041666666,77.55271793333334,8,1,0.3478,0.0583,0.0403,0.0725,0.0725,17.05,Low,Low,0.65
SE0174,ORR North 1,5.0,Saturday,midnight,12,18.0,13.5,vehicle_breakdown,13.0276682,77.63408575,8,0,0.3478,0.0583,0.04,0.0669,0.0669,17.04,Low,Low,0.48
SE0175,West of Chord Road,5.0,Saturday,midnight,12,18.0,13.2,vehicle_breakdown,12.99091705,77.548153125,8,0,0.3478,0.0583,0.0392,0.0669,0.0669,17.03,Low,Low,1.0
SE0176,ORR North 1,6.0,Sunday,midnight,12,18.0,12.1,vehicle_breakdown,13.020121824999999,77.6462568,8,0,0.3478,0.0583,0.0359,0.0669,0.0669,16.96,Low,Low,0.48
SE0177,Tumkur Road,0.0,Monday,morning,11,17.5,12.8,vehicle_breakdown,13.036321654545453,77.52489082727273,8,1,0.3478,0.0534,0.038,0.0651,0.0651,16.81,Low,Low,0.3333
SE0178,West of Chord Road,4.0,Friday,midnight,11,16.5,12.2,vehicle_breakdown,12.987788654545454,77.54910177272727,8,0,0.3478,0.0534,0.0362,0.0613,0.0613,16.77,Low,Low,0.9167
SE0179,Tumkur Road,2.0,Wednesday,early_morning,11,16.5,10.8,vehicle_breakdown,13.02877631818182,77.53829398181819,8,0,0.3478,0.0534,0.032,0.0613,0.0613,16.69,Low,Low,0.3143
SE0180,ORR North 1,3.0,Thursday,early_morning,10,16.5,13.8,vehicle_breakdown,13.03490665,77.62400002000001,8,1,0.3478,0.0485,0.0409,0.0613,0.0613,16.67,Low,Low,0.44
SE0181,ORR North 2,6.0,Sunday,early_morning,10,15.0,11.3,vehicle_breakdown,13.043374230000001,77.55647728,8,0,0.3478,0.0485,0.0335,0.0558,0.0558,16.52,Low,Low,0.5
SE0182,West of Chord Road,0.0,Monday,midnight,10,15.0,10.4,vehicle_breakdown,12.978174079999999,77.54679254,8,0,0.3478,0.0485,0.0309,0.0558,0.0558,16.47,Low,Low,0.8333
SE0183,Bellary Road 1,0.0,Monday,morning,10,15.0,10.0,vehicle_breakdown,13.01162033,77.58641185,8,0,0.3478,0.0485,0.0297,0.0558,0.0558,16.45,Low,Low,0.25
SE0184,Bellary Road 2,5.0,Saturday,afternoon,9,16.5,13.0,vehicle_breakdown,13.103480988888888,77.60242395555555,8,2,0.3478,0.0437,0.0386,0.0613,0.0613,16.43,Low,Low,0.3793
SE0185,Hennur Main Road,3.0,Thursday,morning,8,12.0,14.3,congestion,13.0409543125,77.6227415875,8,0,0.3478,0.0388,0.0424,0.0446,0.0446,16.31,Low,Low,0.5714
SE0186,Hosur Road,6.0,Sunday,midnight,9,13.5,9.5,vehicle_breakdown,12.913863122222223,77.6265102,8,0,0.3478,0.0437,0.0282,0.0502,0.0502,16.22,Low,Low,0.2045
SE0187,ORR East 1,3.0,Thursday,early_morning,9,13.5,9.5,vehicle_breakdown,12.933856503333333,77.68442177777779,8,0,0.3478,0.0437,0.0282,0.0502,0.0502,16.22,Low,Low,0.36
SE0188,ORR North 2,1.0,Tuesday,midnight,9,13.5,9.3,vehicle_breakdown,13.0439086,77.55514894444444,8,0,0.3478,0.0437,0.0276,0.0502,0.0502,16.21,Low,Low,0.45
SE0189,Bellary Road 2,6.0,Sunday,early_morning,9,13.5,9.1,vehicle_breakdown,13.113289744444444,77.59957763333334,8,0,0.3478,0.0437,0.027,0.0502,0.0502,16.2,Low,Low,0.3103
SE0190,Magadi Road,0.0,Monday,morning,9,13.5,8.9,vehicle_breakdown,12.987349588888888,77.5151777,8,0,0.3478,0.0437,0.0264,0.0502,0.0502,16.19,Low,Low,0.4737
SE0191,Hosur Road,6.0,Sunday,early_morning,8,13.5,10.0,vehicle_breakdown,12.9169245625,77.6235096875,8,1,0.3478,0.0388,0.0297,0.0502,0.0502,16.06,Low,Low,0.2045
SE0192,CBD 2,3.0,Thursday,midnight,8,13.5,9.4,vehicle_breakdown,12.983452075,77.59575715,8,1,0.3478,0.0388,0.0279,0.0502,0.0502,16.02,Low,Low,1.0
SE0193,Mysore Road,2.0,Wednesday,afternoon,8,12.0,8.3,vehicle_breakdown,12.9580295875,77.56513875,8,0,0.3478,0.0388,0.0246,0.0446,0.0446,15.96,Low,Low,0.1752
SE0194,ORR East 1,2.0,Wednesday,early_morning,8,12.0,8.0,vehicle_breakdown,12.9267812875,77.6708876625,8,0,0.3478,0.0388,0.0237,0.0446,0.0446,15.94,Low,Low,0.32
SE0195,ORR West 1,4.0,Friday,midnight,8,12.0,7.9,vehicle_breakdown,12.922942475,77.55866435,8,0,0.3478,0.0388,0.0234,0.0446,0.0446,15.93,Low,Low,0.5333
SE0196,Hosur Road,1.0,Tuesday,early_morning,8,12.0,7.7,vehicle_breakdown,12.9249631375,77.61924755,8,0,0.3478,0.0388,0.0228,0.0446,0.0446,15.92,Low,Low,0.1818
SE0197,Bellary Road 2,3.0,Thursday,afternoon,13,22.5,19.0,vehicle_breakdown,13.097965984615383,77.60054843846154,7,2,0.3043,0.0631,0.0564,0.0836,0.0836,15.82,Low,Low,0.5172
SE0198,Bellary Road 2,3.0,Thursday,midnight,13,22.5,16.7,vehicle_breakdown,13.090580913846155,77.59818495769231,7,2,0.3043,0.0631,0.0495,0.0836,0.0836,15.69,Low,Low,0.5172
SE0199,Hosur Road,4.0,Friday,afternoon,19,28.5,24.8,water_logging,12.909725457894737,77.62669414736843,6,0,0.2609,0.0922,0.0736,0.1059,0.1059,15.6,Low,Low,0.4318
SE0200,ORR West 1,2.0,Wednesday,midnight,13,19.5,13.3,vehicle_breakdown,12.920380115384615,77.5583533,7,0,0.3043,0.0631,0.0395,0.0725,0.0725,15.49,Low,Low,0.8667
SE0201,Bellary Road 1,6.0,Sunday,afternoon,12,19.5,15.6,vehicle_breakdown,13.011926041666667,77.58050755833334,7,1,0.3043,0.0583,0.0463,0.0725,0.0725,15.43,Low,Low,0.325
SE0202,Old Madras Road,2.0,Wednesday,midnight,12,18.0,12.5,vehicle_breakdown,12.984930183333333,77.639713825,7,0,0.3043,0.0583,0.0371,0.0669,0.0669,15.25,Low,Low,0.5217
SE0203,Non-corridor,5.0,Saturday,night,11,12.0,14.4,vehicle_breakdown,12.97958431818182,77.61772146363636,7,1,0.3043,0.0534,0.0427,0.0446,0.0446,15.16,Low,Low,0.0446
SE0204,Bannerghata Road,3.0,Thursday,midnight,11,18.0,13.6,pot_holes,12.900861472727273,77.59986776363635,7,1,0.3043,0.0534,0.0403,0.0669,0.0669,15.11,Low,Low,0.2449
SE0205,Old Madras Road,0.0,Monday,early_morning,11,16.5,11.8,vehicle_breakdown,12.977562878181818,77.62338029,7,0,0.3043,0.0534,0.035,0.0613,0.0613,15.01,Low,Low,0.4783
SE0206,Tumkur Road,1.0,Tuesday,morning,11,16.5,11.5,vehicle_breakdown,13.030109527272726,77.53609148181818,7,0,0.3043,0.0534,0.0341,0.0613,0.0613,14.99,Low,Low,0.3143
SE0207,Hosur Road,1.0,Tuesday,morning,11,16.5,11.0,vehicle_breakdown,12.910525545454545,77.62771701818183,7,0,0.3043,0.0534,0.0326,0.0613,0.0613,14.96,Low,Low,0.25
SE0208,Magadi Road,0.0,Monday,early_morning,11,16.5,10.8,vehicle_breakdown,12.985990218181819,77.51996527272728,7,0,0.3043,0.0534,0.032,0.0613,0.0613,14.95,Low,Low,0.5789
SE0209,Magadi Road,4.0,Friday,morning,11,16.5,10.7,vehicle_breakdown,12.988309909090908,77.50697522727273,7,0,0.3043,0.0534,0.0317,0.0613,0.0613,14.94,Low,Low,0.5789
SE0210,ORR East 2,5.0,Saturday,midnight,10,15.0,13.3,construction,12.97294938,77.69853515999999,7,0,0.3043,0.0485,0.0395,0.0558,0.0558,14.9,Low,Low,0.3448
SE0211,Old Madras Road,4.0,Friday,early_morning,10,16.5,13.0,vehicle_breakdown,12.98191947,77.62336637,7,1,0.3043,0.0485,0.0386,0.0613,0.0613,14.88,Low,Low,0.4783
SE0212,ORR East 1,2.0,Wednesday,morning,10,16.5,12.5,vehicle_breakdown,12.93042347,77.67412150999999,7,1,0.3043,0.0485,0.0371,0.0613,0.0613,14.85,Low,Low,0.44
SE0213,Non-corridor,3.0,Thursday,evening,14,20.0,28.2,accident,13.032784592857142,77.55440610714287,6,6,0.2609,0.068,0.0837,0.0743,0.0743,14.83,Low,Low,0.0743
SE0214,Tumkur Road,1.0,Tuesday,afternoon,10,16.5,11.8,vehicle_breakdown,13.03548202,77.52737088,7,1,0.3043,0.0485,0.035,0.0613,0.0613,14.81,Low,Low,0.3143
SE0215,Old Madras Road,1.0,Tuesday,morning,9,15.0,12.0,vehicle_breakdown,12.979867111111112,77.62378102222222,7,1,0.3043,0.0437,0.0356,0.0558,0.0558,14.63,Low,Low,0.4348
SE0216,ORR East 1,5.0,Saturday,morning,9,13.5,10.8,water_logging,12.920147736666667,77.66420662888889,7,0,0.3043,0.0437,0.032,0.0502,0.0502,14.56,Low,Low,0.36
SE0217,Bellary Road 2,6.0,Sunday,midnight,9,13.5,9.5,vehicle_breakdown,13.099645444444445,77.60099794444444,7,0,0.3043,0.0437,0.0282,0.0502,0.0502,14.48,Low,Low,0.3103
SE0218,ORR North 2,6.0,Sunday,midnight,9,13.5,9.5,vehicle_breakdown,13.044189722222221,77.5622936,7,0,0.3043,0.0437,0.0282,0.0502,0.0502,14.48,Low,Low,0.45
SE0219,Non-corridor,6.0,Sunday,evening,9,9.0,9.3,vehicle_breakdown,13.007593855555555,77.56705114444445,7,0,0.3043,0.0437,0.0276,0.0335,0.0335,14.47,Low,Low,0.0335
SE0220,Old Madras Road,2.0,Wednesday,morning,9,13.5,9.0,vehicle_breakdown,12.981061527777777,77.63117460444444,7,0,0.3043,0.0437,0.0267,0.0502,0.0502,14.45,Low,Low,0.3913
SE0221,Magadi Road,4.0,Friday,midnight,9,13.5,8.6,vehicle_breakdown,12.989628934444445,77.52256318,7,0,0.3043,0.0437,0.0255,0.0502,0.0502,14.43,Low,Low,0.4737
SE0222,Tumkur Road,3.0,Thursday,afternoon,8,13.5,10.7,vehicle_breakdown,13.0373423,77.522797525,7,1,0.3043,0.0388,0.0317,0.0502,0.0502,14.36,Low,Low,0.2571
SE0223,Bellary Road 1,5.0,Saturday,afternoon,8,13.5,9.8,vehicle_breakdown,13.019989785,77.58709272625,7,1,0.3043,0.0388,0.0291,0.0502,0.0502,14.31,Low,Low,0.225
SE0224,IRR(Thanisandra road),0.0,Monday,midnight,8,12.0,9.4,water_logging,12.94062825,77.6308648875,7,0,0.3043,0.0388,0.0279,0.0446,0.0446,14.28,Low,Low,0.7273
SE0225,Magadi Road,3.0,Thursday,early_morning,8,12.0,8.8,vehicle_breakdown,12.983857,77.5304329375,7,0,0.3043,0.0388,0.0261,0.0446,0.0446,14.25,Low,Low,0.4211
SE0226,Hosur Road,5.0,Saturday,midnight,7,12.0,9.3,vehicle_breakdown,12.92328184857143,77.62183962714286,7,1,0.3043,0.034,0.0276,0.0446,0.0446,14.08,Low,Low,0.1818
SE0227,ORR North 1,2.0,Wednesday,early_morning,7,10.5,8.3,vehicle_breakdown,13.035224685714285,77.61991301428573,7,0,0.3043,0.034,0.0246,0.039,0.039,14.02,Low,Low,0.28
SE0228,Hosur Road,5.0,Saturday,early_morning,21,31.5,20.8,pot_holes,12.924785336666668,77.61872851714286,5,0,0.2174,0.1019,0.0617,0.1171,0.1171,14.01,Low,Low,0.4773
SE0229,Bannerghata Road,3.0,Thursday,morning,12,18.0,15.2,water_logging,12.900816050000001,77.599058925,6,0,0.2609,0.0583,0.0451,0.0669,0.0669,13.67,Low,Low,0.2449
SE0230,ORR West 1,3.0,Thursday,morning,12,18.0,14.9,vehicle_breakdown,12.922432383333332,77.557346325,6,0,0.2609,0.0583,0.0442,0.0669,0.0669,13.65,Low,Low,0.8
SE0231,Old Madras Road,3.0,Thursday,morning,12,18.0,12.7,vehicle_breakdown,12.982835625,77.63420905,6,0,0.2609,0.0583,0.0377,0.0669,0.0669,13.52,Low,Low,0.5217
SE0232,West of Chord Road,4.0,Friday,morning,12,18.0,12.5,vehicle_breakdown,12.988477158333334,77.54886838333333,6,0,0.2609,0.0583,0.0371,0.0669,0.0669,13.51,Low,Low,1.0
SE0233,ORR East 1,3.0,Thursday,morning,11,16.5,13.4,water_logging,12.924271118181819,77.6617301909091,6,0,0.2609,0.0534,0.0398,0.0613,0.0613,13.37,Low,Low,0.44
SE0234,ORR East 1,1.0,Tuesday,morning,10,15.0,11.7,vehicle_breakdown,12.927419232,77.66967973,6,0,0.2609,0.0485,0.0347,0.0558,0.0558,13.07,Low,Low,0.4
SE0235,Bellary Road 2,1.0,Tuesday,morning,10,15.0,11.4,vehicle_breakdown,13.101658850000002,77.60090111,6,0,0.2609,0.0485,0.0338,0.0558,0.0558,13.05,Low,Low,0.3448
SE0236,Old Madras Road,2.0,Wednesday,early_morning,10,15.0,9.8,vehicle_breakdown,12.97875817,77.62553827,6,0,0.2609,0.0485,0.0291,0.0558,0.0558,12.96,Low,Low,0.4348
SE0237,Bellary Road 2,5.0,Saturday,early_morning,9,15.0,12.5,vehicle_breakdown,13.121500911111111,77.61126746666667,6,1,0.2609,0.0437,0.0371,0.0558,0.0558,12.93,Low,Low,0.3448
SE0238,Old Madras Road,6.0,Sunday,early_morning,9,15.0,11.0,vehicle_breakdown,12.980688236666667,77.62976896222223,6,1,0.2609,0.0437,0.0326,0.0558,0.0558,12.84,Low,Low,0.4348
SE0239,ORR East 1,6.0,Sunday,early_morning,8,16.5,14.0,vehicle_breakdown,12.91859437375,77.64490435,6,3,0.2609,0.0388,0.0415,0.0613,0.0613,12.82,Low,Low,0.44
SE0240,Non-corridor,4.0,Friday,evening,15,16.0,19.4,vehicle_breakdown,13.028389626666666,77.56624711333333,5,1,0.2174,0.0728,0.0575,0.0595,0.0595,12.76,Low,Low,0.0595
SE0241,Magadi Road,5.0,Saturday,early_morning,9,13.5,8.8,vehicle_breakdown,12.98814318888889,77.51133335555556,6,0,0.2609,0.0437,0.0261,0.0502,0.0502,12.71,Low,Low,0.4737
SE0242,ORR North 1,5.0,Saturday,morning,8,13.5,11.5,vehicle_breakdown,13.013981675,77.65047179999999,6,1,0.2609,0.0388,0.0341,0.0502,0.0502,12.67,Low,Low,0.36
SE0243,Mysore Road,1.0,Tuesday,afternoon,8,13.5,10.0,vehicle_breakdown,12.9596389,77.5644396875,6,1,0.2609,0.0388,0.0297,0.0502,0.0502,12.58,Low,Low,0.1971
SE0244,Old Madras Road,4.0,Friday,morning,8,12.0,9.0,vehicle_breakdown,12.9824056125,77.6328709,6,0,0.2609,0.0388,0.0267,0.0446,0.0446,12.52,Low,Low,0.3478
SE0245,ORR North 1,6.0,Sunday,morning,8,12.0,8.5,vehicle_breakdown,13.01712357375,77.64928242,6,0,0.2609,0.0388,0.0252,0.0446,0.0446,12.49,Low,Low,0.32
SE0246,West of Chord Road,0.0,Monday,morning,8,12.0,8.1,vehicle_breakdown,12.9823054875,77.5455880875,6,0,0.2609,0.0388,0.024,0.0446,0.0446,12.47,Low,Low,0.6667
SE0247,Bellary Road 1,1.0,Tuesday,afternoon,8,12.0,8.0,vehicle_breakdown,13.011187525,77.5840729875,6,0,0.2609,0.0388,0.0237,0.0446,0.0446,12.46,Low,Low,0.2
SE0248,ORR West 1,3.0,Thursday,early_morning,8,12.0,7.6,vehicle_breakdown,12.9232402125,77.554618425,6,0,0.2609,0.0388,0.0225,0.0446,0.0446,12.44,Low,Low,0.5333
SE0249,CBD 2,5.0,Saturday,midnight,8,12.0,7.6,vehicle_breakdown,12.9825803125,77.597107275,6,0,0.2609,0.0388,0.0225,0.0446,0.0446,12.44,Low,Low,0.8889
SE0250,Airport New South Road,5.0,Saturday,midnight,7,10.5,8.5,vehicle_breakdown,13.02545372857143,77.63263124285716,6,0,0.2609,0.034,0.0252,0.039,0.039,12.3,Low,Low,1.0
SE0251,Bellary Road 2,4.0,Friday,early_morning,7,10.5,8.1,vehicle_breakdown,13.119836885714287,77.59831665714286,6,0,0.2609,0.034,0.024,0.039,0.039,12.28,Low,Low,0.2414
SE0252,Hennur Main Road,2.0,Wednesday,midnight,7,10.5,7.3,vehicle_breakdown,13.056557371428571,77.6302567,6,0,0.2609,0.034,0.0217,0.039,0.039,12.23,Low,Low,0.5
SE0253,ORR North 2,5.0,Saturday,early_morning,7,10.5,7.3,vehicle_breakdown,13.042713457142856,77.55178079999999,6,0,0.2609,0.034,0.0217,0.039,0.039,12.23,Low,Low,0.35
SE0254,West of Chord Road,1.0,Tuesday,early_morning,7,10.5,7.0,vehicle_breakdown,12.965205205714286,77.54015258857143,6,0,0.2609,0.034,0.0208,0.039,0.039,12.21,Low,Low,0.5833
SE0255,Hosur Road,4.0,Friday,morning,7,10.5,6.8,vehicle_breakdown,12.9057868,77.63031008571429,6,0,0.2609,0.034,0.0202,0.039,0.039,12.2,Low,Low,0.1591
SE0256,ORR West 1,1.0,Tuesday,morning,7,10.5,6.7,vehicle_breakdown,12.924135668571427,77.55416688857143,6,0,0.2609,0.034,0.0199,0.039,0.039,12.19,Low,Low,0.4667
SE0257,Magadi Road,2.0,Wednesday,early_morning,7,10.5,6.4,vehicle_breakdown,12.982466500000001,77.53140687142857,6,0,0.2609,0.034,0.019,0.039,0.039,12.18,Low,Low,0.3684
SE0258,Bellary Road 2,1.0,Tuesday,early_morning,6,10.5,8.0,vehicle_breakdown,13.094487316666667,77.59832643333333,6,1,0.2609,0.0291,0.0237,0.039,0.039,12.07,Low,Low,0.2414
SE0259,IRR(Thanisandra road),1.0,Tuesday,midnight,6,9.0,7.6,pot_holes,12.938399083333332,77.63062395,6,0,0.2609,0.0291,0.0225,0.0335,0.0335,12.05,Low,Low,0.5455
SE0260,West of Chord Road,5.0,Saturday,early_morning,6,9.0,7.0,vehicle_breakdown,12.9845709,77.5450639,6,0,0.2609,0.0291,0.0208,0.0335,0.0335,12.02,Low,Low,0.5
SE0261,Old Madras Road,6.0,Sunday,midnight,6,9.0,6.5,vehicle_breakdown,12.976509233333333,77.620336395,6,0,0.2609,0.0291,0.0193,0.0335,0.0335,11.99,Low,Low,0.2609
SE0262,Mysore Road,5.0,Saturday,afternoon,6,9.0,6.5,vehicle_breakdown,12.9613341,77.57190271666667,6,0,0.2609,0.0291,0.0193,0.0335,0.0335,11.99,Low,Low,0.1314
SE0263,ORR West 1,6.0,Sunday,early_morning,6,9.0,6.3,vehicle_breakdown,12.9211826,77.55997475,6,0,0.2609,0.0291,0.0187,0.0335,0.0335,11.97,Low,Low,0.4
SE0264,West of Chord Road,5.0,Saturday,morning,6,9.0,6.3,vehicle_breakdown,12.976170133333333,77.54592116666667,6,0,0.2609,0.0291,0.0187,0.0335,0.0335,11.97,Low,Low,0.5
SE0265,Tumkur Road,5.0,Saturday,afternoon,6,9.0,6.0,vehicle_breakdown,13.024578383333333,77.54627788333333,6,0,0.2609,0.0291,0.0178,0.0335,0.0335,11.96,Low,Low,0.1714
